trip_id,route_id,route_name,date,departure_time,scheduled_arrival,actual_arrival,passengers,capacity,trip_status,fare,distance_km,delay_minutes,utilization_rate,revenue,day_of_week,month,peak_hour
T04665,R03,Central Station - Industrial Area,2026-02-02,15:00,15:29,15:39,46,70,Completed,36.32,15.8,10,0.6571,1670.72,Monday,2026-02,Off-Peak
T04666,R15,City Center - Railway Colony,2026-06-11,12:10,12:24,12:34,18,70,Completed,17.45,7.6,10,0.2571,314.1,Thursday,2026-06,Off-Peak
T04667,R11,North Terminal - University,2026-03-12,17:30,17:57,18:08,48,60,Completed,33.49,14.7,11,0.8,1607.52,Thursday,2026-03,Peak
T04668,R05,South Terminal - City Center,2025-12-26,09:40,10:01,10:10,52,60,Completed,24.44,11.7,9,0.8667,1270.88,Friday,2025-12,Peak
T04669,R02,Central Station - University,2025-05-09,14:50,15:12,15:22,48,70,Completed,30.37,12.2,10,0.6857,1457.76,Friday,2025-05,Off-Peak
T04670,R11,North Terminal - University,2025-08-29,11:20,11:47,11:58,33,50,Completed,34.83,14.7,11,0.66,1149.39,Friday,2025-08,Off-Peak
T04671,R06,East Park - Central Station,2025-08-10,15:40,15:58,16:04,17,60,Completed,25.82,9.8,6,0.2833,438.94,Sunday,2025-08,Off-Peak
T04672,R13,East Park - Medical Hub,2025-08-02,11:30,11:51,11:58,24,50,Completed,26.6,11.5,7,0.48,638.4,Saturday,2025-08,Off-Peak
T04673,R15,City Center - Railway Colony,2025-05-15,17:30,17:44,17:58,31,60,Completed,18.45,7.6,14,0.5167,571.95,Thursday,2025-05,Peak
T04674,R12,South Terminal - University,2026-01-21,11:00,11:24,11:29,71,50,Completed,30.91,13.1,5,1.42,2194.61,Wednesday,2026-01,Off-Peak
T04675,R06,East Park - Central Station,2025-10-30,19:10,19:28,19:43,39,60,Completed,22.92,9.8,15,0.65,893.88,Thursday,2025-10,Peak
T04676,R05,South Terminal - City Center,2025-10-14,18:20,18:41,18:50,63,50,Completed,26.55,11.7,9,1.26,1672.65,Tuesday,2025-10,Peak
T04677,R06,East Park - Central Station,2025-07-08,12:00,12:18,12:29,29,50,Cancelled,20.71,9.8,11,0.58,0.0,Tuesday,2025-07,Off-Peak
T04678,R11,North Terminal - University,2025-10-24,13:40,14:07,14:11,34,60,Completed,36.67,14.7,4,0.5667,1246.78,Friday,2025-10,Off-Peak
T04679,R07,West End - Central Station,2026-06-10,16:10,16:35,16:51,37,50,Completed,30.29,13.6,16,0.74,1120.73,Wednesday,2026-06,Off-Peak
T04680,R12,South Terminal - University,2026-01-24,09:20,09:44,09:55,68,60,Completed,30.31,13.1,11,1.1333,2061.08,Saturday,2026-01,Peak
T04681,R05,South Terminal - City Center,2026-04-04,08:40,09:01,09:15,42,70,Cancelled,26.94,11.7,14,0.6,0.0,Saturday,2026-04,Peak
T04682,R01,Central Station - Airport,2025-09-18,09:20,09:54,10:10,88,50,Completed,41.63,18.5,16,1.76,3663.44,Thursday,2025-09,Peak
T04683,R08,City Center - Medical Hub,2025-04-23,14:20,14:36,14:43,49,60,Completed,20.51,8.9,7,0.8167,1004.99,Wednesday,2025-04,Off-Peak
T04684,R04,North Terminal - City Center,2025-02-05,10:50,11:09,11:17,37,70,Completed,24.3,10.4,8,0.5286,899.1,Wednesday,2025-02,Off-Peak
T04685,R09,University - Airport,2025-03-20,11:50,12:20,12:28,40,60,Completed,40.07,16.3,8,0.6667,1602.8,Thursday,2025-03,Off-Peak
T04686,R14,West End - Airport,2025-10-02,15:10,15:46,16:04,39,70,Completed,44.42,19.2,18,0.5571,1732.38,Thursday,2025-10,Off-Peak
T04687,R10,Industrial Area - Airport,2025-10-05,07:50,08:29,08:49,34,70,Completed,45.45,21.1,20,0.4857,1545.3,Sunday,2025-10,Peak
T04688,R12,South Terminal - University,2025-11-08,10:40,11:04,11:08,61,50,Completed,29.76,13.1,4,1.22,1815.36,Saturday,2025-11,Off-Peak
T04689,R06,East Park - Central Station,2026-06-13,20:50,21:08,21:11,14,50,Completed,21.74,9.8,3,0.28,304.36,Saturday,2026-06,Off-Peak
T04690,R01,Central Station - Airport,2025-07-23,15:00,15:34,15:43,59,50,Completed,39.59,18.5,9,1.18,2335.81,Wednesday,2025-07,Off-Peak
T04691,R03,Central Station - Industrial Area,2025-01-17,12:00,12:29,12:39,48,50,Completed,37.62,15.8,10,0.96,1805.76,Friday,2025-01,Off-Peak
T04692,R03,Central Station - Industrial Area,2026-04-21,08:00,08:29,08:49,57,50,Completed,35.89,15.8,20,1.14,2045.73,Tuesday,2026-04,Peak
T04693,R10,Industrial Area - Airport,2026-05-26,14:20,14:59,15:10,33,70,Completed,49.3,21.1,11,0.4714,1626.9,Tuesday,2026-05,Off-Peak
T04694,R12,South Terminal - University,2025-07-29,11:30,11:54,12:01,59,60,Completed,29.18,13.1,7,0.9833,1721.62,Tuesday,2025-07,Off-Peak
T04695,R12,South Terminal - University,2026-05-14,21:10,21:34,21:37,68,50,Completed,32.18,13.1,3,1.36,2188.24,Thursday,2026-05,Off-Peak
T04696,R04,North Terminal - City Center,2026-02-06,16:00,16:19,16:24,56,60,Completed,24.88,10.4,5,0.9333,1393.28,Friday,2026-02,Off-Peak
T04697,R06,East Park - Central Station,2026-03-05,21:10,21:28,21:32,37,50,Completed,23.52,9.8,4,0.74,870.24,Thursday,2026-03,Off-Peak
T04698,R15,City Center - Railway Colony,2025-03-19,18:50,19:04,19:14,33,50,Completed,20.47,7.6,10,0.66,675.51,Wednesday,2025-03,Peak
T04699,R07,West End - Central Station,2025-03-21,13:20,13:45,13:51,24,50,Completed,31.98,13.6,6,0.48,767.52,Friday,2025-03,Off-Peak
T04700,R10,Industrial Area - Airport,2025-11-02,15:10,15:49,15:57,26,60,Completed,47.68,21.1,8,0.4333,1239.68,Sunday,2025-11,Off-Peak
T04701,R04,North Terminal - City Center,2025-02-27,18:00,18:19,18:30,65,60,Completed,25.84,10.4,11,1.0833,1679.6,Thursday,2025-02,Peak
T04702,R06,East Park - Central Station,2026-06-14,14:00,14:18,14:27,16,50,Completed,19.94,9.8,9,0.32,319.04,Sunday,2026-06,Off-Peak
T04703,R11,North Terminal - University,2025-07-27,08:20,08:47,09:02,35,60,Completed,34.79,14.7,15,0.5833,1217.65,Sunday,2025-07,Peak
T04704,R01,Central Station - Airport,2026-05-26,13:20,13:54,14:04,68,50,Completed,41.05,18.5,10,1.36,2791.4,Tuesday,2026-05,Off-Peak
T04705,R14,West End - Airport,2025-05-15,09:40,10:16,10:23,36,50,Completed,41.61,19.2,7,0.72,1497.96,Thursday,2025-05,Peak
T04706,R08,City Center - Medical Hub,2026-06-06,16:20,16:36,16:38,30,50,Completed,20.81,8.9,2,0.6,624.3,Saturday,2026-06,Off-Peak
T04707,R07,West End - Central Station,2025-03-24,16:30,16:55,17:01,27,50,Completed,30.4,13.6,6,0.54,820.8,Monday,2025-03,Off-Peak
T04708,R15,City Center - Railway Colony,2025-02-13,22:30,22:44,22:47,24,60,Completed,21.32,7.6,3,0.4,511.68,Thursday,2025-02,Off-Peak
T04709,R11,North Terminal - University,2026-04-28,15:00,15:27,15:36,28,60,Completed,32.58,14.7,9,0.4667,912.24,Tuesday,2026-04,Off-Peak
T04710,R11,North Terminal - University,2026-05-08,17:50,18:17,18:28,44,50,Completed,34.66,14.7,11,0.88,1525.04,Friday,2026-05,Peak
T04711,R09,University - Airport,2026-05-14,11:20,11:50,11:58,36,50,Completed,38.08,16.3,8,0.72,1370.88,Thursday,2026-05,Off-Peak
T04712,R03,Central Station - Industrial Area,2025-01-18,12:30,12:59,13:13,31,70,Completed,35.56,15.8,14,0.4429,1102.36,Saturday,2025-01,Off-Peak
T04713,R02,Central Station - University,2025-10-21,19:30,19:52,20:02,92,50,Completed,27.62,12.2,10,1.84,2541.04,Tuesday,2025-10,Peak
T04714,R01,Central Station - Airport,2025-05-28,17:40,18:14,18:21,75,60,Completed,41.8,18.5,7,1.25,3135.0,Wednesday,2025-05,Peak
T04715,R03,Central Station - Industrial Area,2026-04-17,15:50,16:19,16:27,44,60,Completed,34.9,15.8,8,0.7333,1535.6,Friday,2026-04,Off-Peak
T04716,R05,South Terminal - City Center,2025-06-21,11:50,12:11,12:11,28,50,Completed,26.4,11.7,0,0.56,739.2,Saturday,2025-06,Off-Peak
T04717,R14,West End - Airport,2026-06-15,16:20,16:56,17:04,29,50,Completed,44.86,19.2,8,0.58,1300.94,Monday,2026-06,Off-Peak
T04718,R11,North Terminal - University,2025-04-30,19:40,20:07,20:08,49,50,Completed,36.49,14.7,1,0.98,1788.01,Wednesday,2025-04,Peak
T04719,R02,Central Station - University,2025-03-07,11:50,12:12,12:19,44,60,Completed,28.64,12.2,7,0.7333,1260.16,Friday,2025-03,Off-Peak
T04720,R12,South Terminal - University,2025-05-21,16:50,17:14,17:26,55,50,Completed,28.49,13.1,12,1.1,1566.95,Wednesday,2025-05,Off-Peak
T04721,R03,Central Station - Industrial Area,2026-03-22,13:10,13:39,13:50,30,60,Completed,37.98,15.8,11,0.5,1139.4,Sunday,2026-03,Off-Peak
T04722,R15,City Center - Railway Colony,2026-05-21,09:40,09:54,10:06,31,60,Completed,19.73,7.6,12,0.5167,611.63,Thursday,2026-05,Peak
T04723,R15,City Center - Railway Colony,2025-07-08,17:50,18:04,18:17,25,60,Completed,20.56,7.6,13,0.4167,514.0,Tuesday,2025-07,Peak
T04724,R15,City Center - Railway Colony,2025-06-07,10:10,10:24,10:28,17,70,Completed,18.36,7.6,4,0.2429,312.12,Saturday,2025-06,Off-Peak
T04725,R04,North Terminal - City Center,2025-09-03,11:10,11:29,11:29,31,60,Completed,26.38,10.4,0,0.5167,817.78,Wednesday,2025-09,Off-Peak
T04726,R07,West End - Central Station,2025-02-02,17:50,18:15,18:21,38,50,Completed,31.12,13.6,6,0.76,1182.56,Sunday,2025-02,Peak
T04727,R13,East Park - Medical Hub,2025-12-27,17:20,17:41,17:54,25,60,Completed,25.83,11.5,13,0.4167,645.75,Saturday,2025-12,Peak
T04728,R03,Central Station - Industrial Area,2025-11-26,11:10,11:39,11:52,37,60,Completed,34.43,15.8,13,0.6167,1273.91,Wednesday,2025-11,Off-Peak
T04729,R15,City Center - Railway Colony,2026-05-27,20:10,20:24,20:36,28,50,Completed,18.93,7.6,12,0.56,530.04,Wednesday,2026-05,Off-Peak
T04730,R09,University - Airport,2025-03-12,11:40,12:10,12:12,46,60,Completed,40.12,16.3,2,0.7667,1845.52,Wednesday,2025-03,Off-Peak
T04731,R08,City Center - Medical Hub,2025-11-09,22:20,22:36,22:48,33,50,Completed,22.79,8.9,12,0.66,752.07,Sunday,2025-11,Off-Peak
T04732,R04,North Terminal - City Center,2025-03-20,16:20,16:39,16:41,49,70,Completed,23.69,10.4,2,0.7,1160.81,Thursday,2025-03,Off-Peak
T04733,R13,East Park - Medical Hub,2025-06-18,13:10,13:31,13:40,28,60,Completed,26.8,11.5,9,0.4667,750.4,Wednesday,2025-06,Off-Peak
T04734,R01,Central Station - Airport,2025-06-29,09:40,10:14,10:27,45,50,Completed,44.25,18.5,13,0.9,1991.25,Sunday,2025-06,Peak
T04735,R01,Central Station - Airport,2025-09-17,12:40,13:14,13:18,46,70,Completed,42.58,18.5,4,0.6571,1958.68,Wednesday,2025-09,Off-Peak
T04736,R01,Central Station - Airport,2026-05-01,10:40,11:14,11:24,64,50,Completed,42.56,18.5,10,1.28,2723.84,Friday,2026-05,Off-Peak
T04737,R01,Central Station - Airport,2025-01-05,15:40,16:14,16:14,44,50,Completed,41.57,18.5,0,0.88,1829.08,Sunday,2025-01,Off-Peak
T04738,R08,City Center - Medical Hub,2025-10-24,12:00,12:16,12:19,44,60,Completed,20.43,8.9,3,0.7333,898.92,Friday,2025-10,Off-Peak
T04739,R03,Central Station - Industrial Area,2025-12-26,12:50,13:19,13:25,45,70,Completed,39.61,15.8,6,0.6429,1782.45,Friday,2025-12,Off-Peak
T04740,R15,City Center - Railway Colony,2025-04-27,17:10,17:24,17:38,27,50,Completed,18.12,7.6,14,0.54,489.24,Sunday,2025-04,Peak
T04741,R06,East Park - Central Station,2025-12-23,11:10,11:28,11:38,37,60,Completed,25.67,9.8,10,0.6167,949.79,Tuesday,2025-12,Off-Peak
T04742,R03,Central Station - Industrial Area,2026-03-15,14:10,14:39,14:49,32,50,Completed,36.1,15.8,10,0.64,1155.2,Sunday,2026-03,Off-Peak
T04743,R11,North Terminal - University,2025-11-27,10:20,10:47,10:55,31,50,Completed,31.69,14.7,8,0.62,982.39,Thursday,2025-11,Off-Peak
T04744,R05,South Terminal - City Center,2026-06-09,16:20,16:41,16:53,35,50,Completed,28.28,11.7,12,0.7,989.8,Tuesday,2026-06,Off-Peak
T04745,R13,East Park - Medical Hub,2025-07-07,15:40,16:01,16:07,30,60,Completed,29.78,11.5,6,0.5,893.4,Monday,2025-07,Off-Peak
T04746,R15,City Center - Railway Colony,2025-10-08,17:50,18:04,18:13,39,50,Completed,18.53,7.6,9,0.78,722.67,Wednesday,2025-10,Peak
T04747,R14,West End - Airport,2026-05-26,08:20,08:56,09:08,53,50,Completed,42.61,19.2,12,1.06,2258.33,Tuesday,2026-05,Peak
T04748,R13,East Park - Medical Hub,2026-04-11,11:30,11:51,11:54,20,70,Completed,27.26,11.5,3,0.2857,545.2,Saturday,2026-04,Off-Peak
T04749,R15,City Center - Railway Colony,2025-04-25,10:10,10:24,10:33,25,50,Completed,17.13,7.6,9,0.5,428.25,Friday,2025-04,Off-Peak
T04750,R07,West End - Central Station,2025-08-24,10:10,10:35,10:37,26,60,Cancelled,30.7,13.6,2,0.4333,0.0,Sunday,2025-08,Off-Peak
T04751,R02,Central Station - University,2025-12-04,09:00,09:22,09:32,76,60,Completed,30.77,12.2,10,1.2667,2338.52,Thursday,2025-12,Peak
T04752,R06,East Park - Central Station,2026-06-06,14:00,14:18,14:29,18,50,Completed,23.11,9.8,11,0.36,415.98,Saturday,2026-06,Off-Peak
T04753,R13,East Park - Medical Hub,2025-07-18,15:30,15:51,15:57,21,50,Completed,25.11,11.5,6,0.42,527.31,Friday,2025-07,Off-Peak
T04754,R06,East Park - Central Station,2025-02-19,18:00,18:18,18:25,49,60,Completed,23.11,9.8,7,0.8167,1132.39,Wednesday,2025-02,Peak
T04755,R11,North Terminal - University,2025-05-22,13:50,14:17,14:25,34,60,Completed,33.69,14.7,8,0.5667,1145.46,Thursday,2025-05,Off-Peak
T04756,R03,Central Station - Industrial Area,2026-06-12,14:40,15:09,15:21,49,60,Completed,36.09,15.8,12,0.8167,1768.41,Friday,2026-06,Off-Peak
T04757,R06,East Park - Central Station,2026-05-29,22:40,22:58,23:07,25,50,Completed,25.88,9.8,9,0.5,647.0,Friday,2026-05,Off-Peak
T04758,R10,Industrial Area - Airport,2025-01-30,14:10,14:49,15:00,31,70,Completed,50.9,21.1,11,0.4429,1577.9,Thursday,2025-01,Off-Peak
T04759,R10,Industrial Area - Airport,2025-03-23,14:40,15:19,15:25,28,60,Completed,47.66,21.1,6,0.4667,1334.48,Sunday,2025-03,Off-Peak
T04760,R14,West End - Airport,2025-01-31,22:00,22:36,22:54,29,60,Completed,45.25,19.2,18,0.4833,1312.25,Friday,2025-01,Off-Peak
T04761,R05,South Terminal - City Center,2025-11-29,22:30,22:51,23:02,19,50,Completed,27.87,11.7,11,0.38,529.53,Saturday,2025-11,Off-Peak
T04762,R12,South Terminal - University,2025-06-26,13:50,14:14,14:18,77,60,Completed,27.92,13.1,4,1.2833,2149.84,Thursday,2025-06,Off-Peak
T04763,R02,Central Station - University,2026-01-05,15:40,16:02,16:10,44,60,Completed,25.76,12.2,8,0.7333,1133.44,Monday,2026-01,Off-Peak
T04764,R09,University - Airport,2026-06-19,13:10,13:40,13:48,37,60,Completed,36.56,16.3,8,0.6167,1352.72,Friday,2026-06,Off-Peak
T04765,R08,City Center - Medical Hub,2025-04-16,16:10,16:26,16:34,48,60,Completed,20.11,8.9,8,0.8,965.28,Wednesday,2025-04,Off-Peak
T04766,R03,Central Station - Industrial Area,2025-04-07,20:50,21:19,21:30,36,60,Completed,34.72,15.8,11,0.6,1249.92,Monday,2025-04,Off-Peak
T04767,R08,City Center - Medical Hub,2025-08-18,12:00,12:16,12:23,50,60,Completed,19.2,8.9,7,0.8333,960.0,Monday,2025-08,Off-Peak
T04768,R14,West End - Airport,2025-08-15,18:40,19:16,19:31,36,60,Completed,46.04,19.2,15,0.6,1657.44,Friday,2025-08,Peak
T04769,R09,University - Airport,2026-01-06,15:00,15:30,15:40,34,50,Completed,39.84,16.3,10,0.68,1354.56,Tuesday,2026-01,Off-Peak
T04770,R14,West End - Airport,2025-04-10,11:10,11:46,11:57,36,50,Completed,43.97,19.2,11,0.72,1582.92,Thursday,2025-04,Off-Peak
T04771,R15,City Center - Railway Colony,2026-03-21,17:30,17:44,17:53,30,70,Completed,17.68,7.6,9,0.4286,530.4,Saturday,2026-03,Peak
T04772,R03,Central Station - Industrial Area,2026-04-13,13:40,14:09,14:23,40,70,Completed,37.13,15.8,14,0.5714,1485.2,Monday,2026-04,Off-Peak
T04773,R03,Central Station - Industrial Area,2025-02-24,09:30,09:59,10:12,70,50,Completed,36.61,15.8,13,1.4,2562.7,Monday,2025-02,Peak
T04774,R02,Central Station - University,2025-07-14,22:50,23:12,23:20,42,70,Completed,29.64,12.2,8,0.6,1244.88,Monday,2025-07,Off-Peak
T04775,R08,City Center - Medical Hub,2026-06-04,13:40,13:56,14:01,48,50,Completed,21.09,8.9,5,0.96,1012.32,Thursday,2026-06,Off-Peak
T04776,R10,Industrial Area - Airport,2026-02-28,14:10,14:49,15:03,27,50,Completed,45.08,21.1,14,0.54,1217.16,Saturday,2026-02,Off-Peak
T04777,R01,Central Station - Airport,2025-11-11,17:40,18:14,18:23,86,60,Completed,41.39,18.5,9,1.4333,3559.54,Tuesday,2025-11,Peak
T04778,R08,City Center - Medical Hub,2025-05-08,21:10,21:26,21:33,49,70,Completed,21.38,8.9,7,0.7,1047.62,Thursday,2025-05,Off-Peak
T04779,R07,West End - Central Station,2025-02-01,19:20,19:45,20:06,41,60,Completed,31.67,13.6,21,0.6833,1298.47,Saturday,2025-02,Peak
T04780,R14,West End - Airport,2025-04-03,14:10,14:46,14:48,40,50,Completed,41.74,19.2,2,0.8,1669.6,Thursday,2025-04,Off-Peak
T04781,R07,West End - Central Station,2026-06-03,14:10,14:35,14:39,26,50,Completed,31.11,13.6,4,0.52,808.86,Wednesday,2026-06,Off-Peak
T04782,R03,Central Station - Industrial Area,2025-09-15,11:50,12:19,12:32,58,60,Completed,37.06,15.8,13,0.9667,2149.48,Monday,2025-09,Off-Peak
T04783,R01,Central Station - Airport,2025-08-08,13:40,14:14,14:21,49,60,Completed,41.79,18.5,7,0.8167,2047.71,Friday,2025-08,Off-Peak
T04784,R04,North Terminal - City Center,2025-04-16,20:30,20:49,20:58,36,50,Completed,25.96,10.4,9,0.72,934.56,Wednesday,2025-04,Off-Peak
T04785,R09,University - Airport,2026-02-20,16:10,16:40,16:42,52,60,Completed,34.94,16.3,2,0.8667,1816.88,Friday,2026-02,Off-Peak
T04786,R05,South Terminal - City Center,2025-11-05,06:40,07:01,07:07,34,70,Completed,29.09,11.7,6,0.4857,989.06,Wednesday,2025-11,Off-Peak
T04787,R01,Central Station - Airport,2026-01-01,09:10,09:44,09:55,81,60,Completed,40.39,18.5,11,1.35,3271.59,Thursday,2026-01,Peak
T04788,R15,City Center - Railway Colony,2026-06-05,20:00,20:14,20:21,32,50,Completed,19.57,7.6,7,0.64,626.24,Friday,2026-06,Off-Peak
T04789,R05,South Terminal - City Center,2026-04-04,18:00,18:21,18:32,41,70,Completed,27.74,11.7,11,0.5857,1137.34,Saturday,2026-04,Peak
T04790,R13,East Park - Medical Hub,2026-01-05,13:00,13:21,13:21,24,60,Cancelled,25.33,11.5,0,0.4,0.0,Monday,2026-01,Off-Peak
T04791,R08,City Center - Medical Hub,2025-11-27,15:00,15:16,15:22,28,50,Completed,20.02,8.9,6,0.56,560.56,Thursday,2025-11,Off-Peak
T04792,R08,City Center - Medical Hub,2025-01-11,12:30,12:46,12:59,28,50,Completed,20.87,8.9,13,0.56,584.36,Saturday,2025-01,Off-Peak
T04793,R05,South Terminal - City Center,2026-05-22,17:50,18:11,18:21,56,60,Completed,28.24,11.7,10,0.9333,1581.44,Friday,2026-05,Peak
T04794,R12,South Terminal - University,2026-02-23,15:10,15:34,15:37,78,60,Completed,31.86,13.1,3,1.3,2485.08,Monday,2026-02,Off-Peak
T04795,R09,University - Airport,2025-05-02,16:00,16:30,16:35,42,60,Completed,38.36,16.3,5,0.7,1611.12,Friday,2025-05,Off-Peak
T04796,R15,City Center - Railway Colony,2025-08-23,12:40,12:54,13:06,20,60,Completed,19.6,7.6,12,0.3333,392.0,Saturday,2025-08,Off-Peak
T04797,R01,Central Station - Airport,2025-11-27,13:00,13:34,13:34,61,60,Completed,43.06,18.5,0,1.0167,2626.66,Thursday,2025-11,Off-Peak
T04798,R04,North Terminal - City Center,2026-06-27,11:20,11:39,11:49,25,50,Completed,24.12,10.4,10,0.5,603.0,Saturday,2026-06,Off-Peak
T04799,R03,Central Station - Industrial Area,2025-12-14,20:20,20:49,21:00,39,60,Cancelled,34.71,15.8,11,0.65,0.0,Sunday,2025-12,Off-Peak
T04800,R02,Central Station - University,2026-02-16,20:50,21:12,21:16,53,50,Completed,28.85,12.2,4,1.06,1529.05,Monday,2026-02,Off-Peak
T04801,R15,City Center - Railway Colony,2025-08-12,18:30,18:44,19:07,36,50,Completed,21.89,7.6,23,0.72,788.04,Tuesday,2025-08,Peak
T04802,R08,City Center - Medical Hub,2025-06-02,20:20,20:36,20:47,41,70,Completed,21.43,8.9,11,0.5857,878.63,Monday,2025-06,Off-Peak
T04803,R07,West End - Central Station,2025-07-31,15:40,16:05,16:13,29,50,Completed,31.76,13.6,8,0.58,921.04,Thursday,2025-07,Off-Peak
T04804,R09,University - Airport,2025-04-02,11:00,11:30,11:42,48,50,Completed,37.9,16.3,12,0.96,1819.2,Wednesday,2025-04,Off-Peak
T04805,R02,Central Station - University,2025-11-27,17:20,17:42,17:55,78,50,Completed,28.49,12.2,13,1.56,2222.22,Thursday,2025-11,Peak
T04806,R14,West End - Airport,2026-04-12,12:20,12:56,13:07,24,50,Completed,44.88,19.2,11,0.48,1077.12,Sunday,2026-04,Off-Peak
T04807,R14,West End - Airport,2025-08-16,13:30,14:06,14:16,25,50,Completed,42.27,19.2,10,0.5,1056.75,Saturday,2025-08,Off-Peak
T04808,R04,North Terminal - City Center,2025-07-13,11:20,11:39,11:44,31,60,Completed,28.53,10.4,5,0.5167,884.43,Sunday,2025-07,Off-Peak
T04809,R14,West End - Airport,2026-06-14,13:00,13:36,13:49,18,70,Cancelled,42.77,19.2,13,0.2571,0.0,Sunday,2026-06,Off-Peak
T04810,R15,City Center - Railway Colony,2025-08-31,16:50,17:04,17:11,16,60,Completed,21.03,7.6,7,0.2667,336.48,Sunday,2025-08,Off-Peak
T04811,R06,East Park - Central Station,2026-01-24,09:50,10:08,10:24,25,50,Completed,26.49,9.8,16,0.5,662.25,Saturday,2026-01,Peak
T04812,R11,North Terminal - University,2025-10-03,09:50,10:17,10:33,44,50,Completed,31.8,14.7,16,0.88,1399.2,Friday,2025-10,Peak
T04813,R03,Central Station - Industrial Area,2026-03-26,16:10,16:39,16:52,45,50,Completed,36.07,15.8,13,0.9,1623.15,Thursday,2026-03,Off-Peak
T04814,R08,City Center - Medical Hub,2026-04-23,17:00,17:16,17:25,66,50,Completed,23.16,8.9,9,1.32,1528.56,Thursday,2026-04,Peak
T04815,R03,Central Station - Industrial Area,2026-04-25,14:20,14:49,14:55,41,50,Completed,37.29,15.8,6,0.82,1528.89,Saturday,2026-04,Off-Peak
T04816,R14,West End - Airport,2025-10-15,10:20,10:56,11:05,32,70,Completed,42.91,19.2,9,0.4571,1373.12,Wednesday,2025-10,Off-Peak
T04817,R12,South Terminal - University,2026-06-24,13:20,13:44,13:51,63,50,Completed,31.11,13.1,7,1.26,1959.93,Wednesday,2026-06,Off-Peak
T04818,R13,East Park - Medical Hub,2025-11-26,17:30,17:51,18:00,36,50,Completed,24.65,11.5,9,0.72,887.4,Wednesday,2025-11,Peak
T04819,R13,East Park - Medical Hub,2026-04-15,16:40,17:01,17:12,30,60,Completed,27.59,11.5,11,0.5,827.7,Wednesday,2026-04,Off-Peak
T04820,R02,Central Station - University,2026-06-18,09:00,09:22,09:37,80,60,Completed,28.86,12.2,15,1.3333,2308.8,Thursday,2026-06,Peak
T04821,R13,East Park - Medical Hub,2026-04-12,21:50,22:11,22:21,18,60,Completed,27.07,11.5,10,0.3,487.26,Sunday,2026-04,Off-Peak
T04822,R13,East Park - Medical Hub,2026-02-24,11:20,11:41,11:54,31,70,Completed,26.32,11.5,13,0.4429,815.92,Tuesday,2026-02,Off-Peak
T04823,R03,Central Station - Industrial Area,2025-05-02,11:10,11:39,11:49,49,50,Completed,36.13,15.8,10,0.98,1770.37,Friday,2025-05,Off-Peak
T04824,R11,North Terminal - University,2025-11-04,13:30,13:57,14:00,31,50,Completed,32.3,14.7,3,0.62,1001.3,Tuesday,2025-11,Off-Peak
T04825,R06,East Park - Central Station,2025-11-30,12:40,12:58,13:11,23,50,Completed,24.5,9.8,13,0.46,563.5,Sunday,2025-11,Off-Peak
T04826,R02,Central Station - University,2026-02-24,21:20,21:42,21:51,47,50,Completed,29.22,12.2,9,0.94,1373.34,Tuesday,2026-02,Off-Peak
T04827,R08,City Center - Medical Hub,2025-11-22,08:50,09:06,09:21,54,60,Completed,21.62,8.9,15,0.9,1167.48,Saturday,2025-11,Peak
T04828,R01,Central Station - Airport,2025-09-07,12:00,12:34,12:43,43,50,Completed,40.35,18.5,9,0.86,1735.05,Sunday,2025-09,Off-Peak
T04829,R07,West End - Central Station,2025-04-05,12:10,12:35,12:40,18,60,Completed,33.08,13.6,5,0.3,595.44,Saturday,2025-04,Off-Peak
T04830,R02,Central Station - University,2025-10-23,14:50,15:12,15:14,51,50,Cancelled,26.9,12.2,2,1.02,0.0,Thursday,2025-10,Off-Peak
T04831,R10,Industrial Area - Airport,2025-07-03,07:30,08:09,08:26,39,60,Completed,45.8,21.1,17,0.65,1786.2,Thursday,2025-07,Peak
T04832,R12,South Terminal - University,2025-09-17,09:00,09:24,09:33,82,60,Completed,35.23,13.1,9,1.3667,2888.86,Wednesday,2025-09,Peak
T04833,R06,East Park - Central Station,2025-07-05,11:00,11:18,11:29,15,70,Completed,23.85,9.8,11,0.2143,357.75,Saturday,2025-07,Off-Peak
T04834,R12,South Terminal - University,2026-02-13,14:30,14:54,14:54,67,60,Completed,28.4,13.1,0,1.1167,1902.8,Friday,2026-02,Off-Peak
T04835,R02,Central Station - University,2025-03-10,17:00,17:22,17:36,69,50,Completed,29.21,12.2,14,1.38,2015.49,Monday,2025-03,Peak
T04836,R02,Central Station - University,2025-01-08,16:10,16:32,16:41,53,60,Completed,28.71,12.2,9,0.8833,1521.63,Wednesday,2025-01,Off-Peak
T04837,R10,Industrial Area - Airport,2025-09-22,14:10,14:49,15:04,32,50,Completed,46.31,21.1,15,0.64,1481.92,Monday,2025-09,Off-Peak
T04838,R13,East Park - Medical Hub,2026-04-29,13:00,13:21,13:26,25,50,Completed,27.88,11.5,5,0.5,697.0,Wednesday,2026-04,Off-Peak
T04839,R08,City Center - Medical Hub,2026-01-06,19:20,19:36,19:47,64,60,Cancelled,21.86,8.9,11,1.0667,0.0,Tuesday,2026-01,Peak
T04840,R15,City Center - Railway Colony,2025-03-24,13:00,13:14,13:27,20,50,Completed,17.16,7.6,13,0.4,343.2,Monday,2025-03,Off-Peak
